molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3746122,O=C(Nc1cc(C2CC2)on1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,500.0,active
CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3753512,Nc1ncnc2c1c(-c1cc(C3CC3)on1)nn2C1CCCCC1,14.0,active
CHEMBL3751904,Nc1ncnc2c1c(-c1cc(C3CC3)on1)nn2C1CCOCC1,41.0,active
CHEMBL3753503,CC(C)n1nc(/C=N/O)c2c(N)ncnc21,3680.0,intermediate
CHEMBL3752736,CC(C)n1nc(C2=NOC(c3ccccc3)C2)c2c(N)ncnc21,5680.0,intermediate
CHEMBL3753714,CC(C)n1nc(-c2cc(Cc3ccccc3)on2)c2c(N)ncnc21,1990.0,intermediate
CHEMBL3754247,CC(C)n1nc(-c2cc(-c3ccccn3)on2)c2c(N)ncnc21,5880.0,intermediate
CHEMBL3753958,CCc1cc(-c2nn(C(C)C)c3ncnc(N)c23)no1,531.0,active
CHEMBL3752395,CC(C)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)no1,355.0,active
CHEMBL3751965,CC(C)n1nc(-c2cc(C(C)(C)C)on2)c2c(N)ncnc21,2100.0,intermediate
CHEMBL3753341,CC(C)n1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,4.0,active
CHEMBL3753903,CC(C)n1nc(-c2cc(C3CCCC3)on2)c2c(N)ncnc21,1570.0,intermediate
CHEMBL3752712,CC(C)(O)Cn1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,217.0,active
CHEMBL3753242,CCCCCCCn1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,927.0,active
CHEMBL3754346,Nc1ncnc2c1c(-c1cc(C3CC3)on1)nn2Cc1ccccc1,557.0,active
CHEMBL3752118,Cn1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,182.0,active
CHEMBL3752879,Nc1ncnc2[nH]nc(-c3cc(C4CC4)on3)c12,354.0,active
CHEMBL3752025,CC(C)n1nc(-c2ccon2)c2c(N)ncnc21,903.0,active
CHEMBL3752827,CC(C)n1nc(-c2cc(C3CCCCC3)on2)c2c(N)ncnc21,910.0,active
CHEMBL3754092,CC(C)n1nc(-c2cc(-c3ccc(F)cc3)on2)c2c(N)ncnc21,150.0,active
CHEMBL3754442,CC(C)n1nc(-c2cc(-c3ccccc3)on2)c2c(N)ncnc21,190.0,active
CHEMBL3754195,CC(C)n1nc(/C=N/OCc2ccccc2)c2c(N)ncnc21,8330.0,intermediate
CHEMBL3774623,COc1cc2ncnc(N3CCCc4c(O)cccc43)c2cc1OC,4100.0,intermediate
CHEMBL3774430,COc1cc2ncnc(N3CCc4c(O)cccc43)c2cc1OC,60.0,active
CHEMBL3775376,COc1cc2ncnc(Sc3cccc(O)c3)c2cc1OC,23.0,active
CHEMBL3775672,COc1cc2ncnc(Oc3cccc(O)c3)c2cc1OC,16.0,active
CHEMBL3774935,COc1cc2ncnc(N(C)c3cccc(O)c3)c2cc1OC,210.0,active
CHEMBL3774953,COc1cc2ncnc(Nc3c(F)ccc(O)c3Cl)c2cc1OC,3.9,active
CHEMBL3775585,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3Cl)c2cc1OC,9.7,active
CHEMBL3775560,COc1cc2ncnc(Nc3ccc(C)c(O)c3Cl)c2cc1OC,9.3,active
CHEMBL3774697,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3C)c2cc1OC,120.0,active
CHEMBL3775940,COc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,44.0,active
CHEMBL3774913,COc1cc2ncnc(Nc3cc(F)cc(O)c3C)c2cc1OC,21.0,active
CHEMBL3775511,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3F)c2cc1OC,4.8,active
CHEMBL3775557,COc1cc2ncnc(Nc3c(F)ccc(O)c3F)c2cc1OC,1.7,active
CHEMBL3775336,COc1cc2ncnc(Nc3ccc(F)c(O)c3F)c2cc1OC,2.0,active
CHEMBL3775415,COc1cc2ncnc(Nc3cc(O)c(C)cc3Cl)c2cc1OC,13.0,active
CHEMBL440727,COc1cc2ncnc(Nc3cc(O)c(C)cc3F)c2cc1OC,0.75,active
CHEMBL3775190,COc1cc2ncnc(Nc3cc(O)c(Cl)cc3Cl)c2cc1OC,5.0,active
CHEMBL3775169,COc1cc2ncnc(Nc3cc(O)c(F)cc3F)c2cc1OC,0.41,active
CHEMBL3774951,COc1cc2ncnc(Nc3cc(O)ccc3C)c2cc1OC,8.4,active
CHEMBL3774489,COc1cc2ncnc(Nc3cc(O)ccc3Cl)c2cc1OC,2.6,active
CHEMBL3774904,COc1cc2ncnc(Nc3cc(O)ccc3F)c2cc1OC,1.1,active
CHEMBL3775086,COc1cc2ncnc(Nc3cc(C)cc(O)c3)c2cc1OC,29.0,active
CHEMBL3775934,COc1cc2ncnc(Nc3cc(O)cc(F)c3)c2cc1OC,2.6,active
CHEMBL3774563,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1O,11.0,active
CHEMBL235851,COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,10.0,active
CHEMBL478442,COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,4.6,active
CHEMBL3775879,COc1cc2ncnc(Nc3ccc(F)c(O)c3)c2cc1OC,3.2,active
CHEMBL3774643,COc1cc2ncnc(Nc3cccc(O)c3C#N)c2cc1OC,10000.0,inactive
CHEMBL3774720,COc1cc2ncnc(Nc3cccc(O)c3C(F)(F)F)c2cc1OC,5500.0,intermediate
CHEMBL3775240,CCc1c(O)cccc1Nc1ncnc2cc(OC)c(OC)cc12,3800.0,intermediate
CHEMBL3775660,COc1cc2ncnc(Nc3cccc(O)c3OC)c2cc1OC,1100.0,intermediate
CHEMBL3775903,COc1cc2ncnc(Nc3cccc(O)c3F)c2cc1OC,10.0,active
CHEMBL3775569,COc1cc2ncnc(Nc3cccc(O)c3C)c2cc1OC,190.0,active
CHEMBL3775840,COc1cc2ncnc(Nc3cccc(O)c3Cl)c2cc1OC,19.0,active
CHEMBL3775164,COc1cc2ncnc(Nc3cccc(O)c3Br)c2cc1OC,23.0,active
CHEMBL3774580,COc1cc2ncnc(Nc3cccc(O)c3O)c2cc1OC,3.9,active
CHEMBL169473,COc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,1200.0,intermediate
CHEMBL3220401,COc1cc2ncnc(Nc3cccc(N)c3)c2cc1OC,590.0,active
CHEMBL405130,COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,720.0,active
CHEMBL127907,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,4.5,active
CHEMBL3774450,COc1cc2ncnc(Nc3ccccc3O)c2cc1OC,1600.0,intermediate
CHEMBL1277620,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,100.0,active
CHEMBL1614712,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,3300.0,intermediate
CHEMBL3787614,Nc1ncnc2c1c(-c1cccc(OC[C@@H]3CCCO3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,4400.0,intermediate
CHEMBL3787112,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,8.0,active
CHEMBL3785500,Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000.0,inactive
CHEMBL3786167,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OC[C@@H]5CCCO5)c4F)c4c(N)ncnc43)C2)CC1,9300.0,intermediate
CHEMBL3785951,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1,6000.0,intermediate
CHEMBL3786567,CC1(C)CC[C@@H](COc2cccc(-c3cn([C@H]4C[C@@H](CN5CCC5)C4)c4ncnc(N)c34)c2)O1,970.0,active
CHEMBL3798631,CC(NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1)c1cccc(Cl)c1,1000.0,active
CHEMBL3798257,Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4c(Cl)cncc4Cl)cc23)ccn1,1000.0,active
CHEMBL3799221,CCOC(Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21)OCC,598.0,active
CHEMBL3800481,CCOC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OCC,100000.0,inactive
CHEMBL3797590,Nc1nc2cc(-c3nn(CC4OCCO4)c4ncnc(N)c34)ccc2o1,100000.0,inactive
CHEMBL3800138,COC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OC,100000.0,inactive
CHEMBL3797684,COCCCOc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,38.0,active
CHEMBL3797413,COCCOc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,14.0,active
CHEMBL3800155,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCC1CCCO1,18.0,active
CHEMBL3799843,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCC1CCN(C)CC1,78.0,active
CHEMBL3798119,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCc1noc(C)n1,24.0,active
CHEMBL3797991,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCc1nccn1C,110.0,active
CHEMBL3800346,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCc1cccnc1,12.0,active
CHEMBL3798883,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCCC1C(F)(F)F,62.0,active
CHEMBL3798349,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCC1C(F)(F)F,150.0,active
CHEMBL3800250,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCC(F)C1,30.0,active
CHEMBL3798584,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCS(=O)(=O)CC1,9.0,active
CHEMBL3797561,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCS(=O)(=O)CC1,14.0,active
CHEMBL3799933,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCOCC1,11.0,active
CHEMBL3797688,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCOCC1,14.0,active
CHEMBL3800348,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCN(C)CC1,29.0,active
CHEMBL3798442,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCN(C)CC1,44.0,active
CHEMBL3799971,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCCNCC1,11.0,active
CHEMBL3799969,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCNCC1,65.0,active
CHEMBL3797261,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCNCC1,5.0,active
CHEMBL3798033,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCNCC1,17.0,active
CHEMBL3799244,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCCCC1,15.0,active
CHEMBL3799867,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCCC1,120.0,active
CHEMBL3800542,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCCC1,15.0,active
CHEMBL3797895,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCC1,100.0,active
CHEMBL3799523,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN(C)C,7.0,active
CHEMBL3799264,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN(C)C,350.0,active
CHEMBL3799756,CNCCCOc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,23.0,active
CHEMBL3800408,CNCCOc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,100.0,active
CHEMBL3798215,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN,48.0,active
CHEMBL3797288,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN,130.0,active
CHEMBL3800327,COc1cc2ncnc(Nc3cccc4[nH]ncc34)c2cc1OC,140.0,active
CHEMBL3798986,COc1cc2ncnc(Nc3ccc4[nH]ncc4c3)c2cc1OC,600.0,active
CHEMBL3800021,COc1cc2ncnc(Nc3ccc4cn[nH]c4c3)c2cc1OC,280.0,active
CHEMBL3797215,COc1cc2ncnc(Nc3cccc4cn[nH]c34)c2cc1OC,3300.0,intermediate
CHEMBL3798102,COc1cc2ncnc(Nc3cccc4[nH]cnc34)c2cc1OC,4300.0,intermediate
CHEMBL2333995,COc1cc2ncnc(Nc3ccc4[nH]cnc4c3)c2cc1OC,30000.0,inactive
CHEMBL3799979,COc1cc2ncnc(Nc3cccc4[nH]ccc34)c2cc1OC,9100.0,intermediate
CHEMBL3799035,COc1cc2ncnc(Nc3ccc4cc[nH]c4c3)c2cc1OC,1700.0,intermediate
CHEMBL3798019,COc1cc2ncnc(Nc3cccc(C(F)F)c3)c2cc1OC,2900.0,intermediate
CHEMBL3800128,COc1cc2ncnc(Nc3cccc(NS(C)(=O)=O)c3)c2cc1OC,7700.0,intermediate
CHEMBL94191,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,1700.0,intermediate
CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,393.0,active
CHEMBL3805771,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,7.0,active
CHEMBL3806189,CN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3F)cc2C(F)(F)F)CC1,1.0,active
CHEMBL3818247,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,30000.0,inactive
CHEMBL3823212,Cc1ccc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)cc1,6584.0,intermediate
CHEMBL3823849,Cc1ccc(-c2nn(CCN3CCC(CN(C)C)CC3)c3ncnc(N)c23)cc1,10000.0,inactive
CHEMBL3822591,Cc1ccc(-c2nn(CCN3CCC(CCN(C)C)CC3)c3ncnc(N)c23)cc1,10000.0,inactive
CHEMBL306380,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,11.0,active
CHEMBL3823861,CN(C)CC1CCN(CCn2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)CC1,289.0,active
CHEMBL3824089,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,10000.0,inactive
CHEMBL3827178,C[C@@H](Oc1ccc2[nH]nc(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,100.0,active
CHEMBL3735648,CC1(C)c2cc(C3CCN(CC4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,1.6,active
CHEMBL1738797,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,4.8,active
CHEMBL3961612,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4noc(-c5cccnc5)n4)c3)cc2C(F)(F)F)CC1,7.3,active
CHEMBL3915551,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4nnc(-c5cccnc5)o4)c3)cc2C(F)(F)F)CC1,137.8,active
CHEMBL3985315,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4nc(-c5cccnc5)no4)c3)cc2C(F)(F)F)CC1,12.4,active
CHEMBL3925190,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4nc(-c5cccnc5)co4)c3)cc2C(F)(F)F)CC1,21.4,active
CHEMBL3952889,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4cnc(-c5cccnc5)o4)c3)cc2C(F)(F)F)CC1,19.4,active
CHEMBL3916184,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cccnc4)c3)cc2C(F)(F)F)CC1,2.5,active
CHEMBL3943036,CN1CCN(Cc2ccc(NC(=O)c3cccc(-c4noc(-c5cccnc5)n4)c3)cc2C(F)(F)F)CC1,17.9,active
CHEMBL3972633,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-c1noc(-c2cccnc2)n1,107.6,active
CHEMBL3913553,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4noc(-c5ccncc5)n4)c3)cc2C(F)(F)F)CC1,26.6,active
CHEMBL3961567,COc1ccc(-c2nc(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3Cl)no2)cn1,341.9,active
CHEMBL3987007,COCCOc1cncc(-c2nc(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3Cl)no2)c1,11.4,active
CHEMBL3947880,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4noc(-c5cncc(N6CCOCC6)c5)n4)c3)cc2C(F)(F)F)CC1,2.1,active
CHEMBL3906151,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4noc(-c5cncc(-c6cnn(C)c6)c5)n4)c3)cc2C(F)(F)F)CC1,1.8,active
CHEMBL3979920,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1,19.0,active
CHEMBL1287853,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,48.0,active
CHEMBL669,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,300.0,active
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,1000.0,active
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,1500.0,intermediate
CHEMBL1906929,CN(C)CCOC1c2ccccc2C=Cc2ccccc21,2500.0,intermediate
CHEMBL3693950,CCN(CC)CCCOC(=O)CC1c2ccccc2C=Cc2ccccc21,4000.0,intermediate
CHEMBL44819,NCC1c2ccccc2CCc2ccccc21,5000.0,intermediate
CHEMBL627,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,10000.0,inactive
CHEMBL1454772,CN(C)CCCC1(O)c2ccccc2C=Cc2ccccc21,10000.0,inactive
CHEMBL87708,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,20000.0,inactive
CHEMBL860,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,20000.0,inactive
CHEMBL3693951,CN(C)CCNC1c2ccccc2-c2ccccc21,20000.0,inactive
CHEMBL3693952,NCCCC1(CCCN)c2ccccc2-c2ccccc21,20000.0,inactive
CHEMBL110094,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,20000.0,inactive
CHEMBL3687191,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,1.1,active
CHEMBL3687194,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,0.95,active
CHEMBL3687195,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,1.7,active
CHEMBL3687200,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1,1.5,active
CHEMBL3687202,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1,1.0,active
CHEMBL3687205,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1,2.3,active
CHEMBL3687207,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@@](C)(O)CC1,1.1,active
CHEMBL3687210,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C(C)C)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1,1.3,active
CHEMBL3687212,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@](C)(O)CC1,1.0,active
CHEMBL3687215,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1NC1CCOCC1,1.0,active
CHEMBL3687217,Cc1cc(Nc2nc(N[C@H]3CC[C@H](O)CC3)c(Cl)nc2C(N)=O)ccc1N1CCC(N2CCN(C)CC2)CC1,1.3,active
CHEMBL3687220,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1NC1CCOCC1,1.3,active
CHEMBL3301622,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,3.4,active
CHEMBL3687221,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1NC1CCOCC1,1.5,active
CHEMBL3687222,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1NC1CCOCC1,1.1,active
CHEMBL3687223,COc1cc(Nc2nc(NC3CCOCC3)c(C(C)C)nc2C(N)=O)ccc1N1CCN(C)CC1,3.6,active
CHEMBL3687224,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1NC1CCOCC1,2.9,active
CHEMBL3687225,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C4CCN(C)CC4)CC3)c(C)c2)nc1NC1CCOCC1,1.1,active
CHEMBL3981567,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCC(=O)NO,154.0,active
CHEMBL253969,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,11.1,active
CHEMBL4060622,CC(C)n1nc(-c2cc(-c3ccsc3)on2)c(C(N)=O)c1N,2902.0,intermediate
CHEMBL4094670,CC(C)n1nc(-c2cc(-c3cccs3)on2)c(C(N)=O)c1N,1218.0,intermediate
CHEMBL4090213,CC(C)n1nc(-c2cc(C3CC3)on2)c(C(N)=O)c1N,252.0,active
CHEMBL4069150,CC(C)n1nc(-c2cc(C3CCCCC3)on2)c(C(N)=O)c1N,2695.0,intermediate
CHEMBL4079894,CC(C)n1nc(-c2cc(C(C)(C)C)on2)c(C(N)=O)c1N,2224.0,intermediate
CHEMBL4097921,CC(C)c1cc(-c2nn(C(C)C)c(N)c2C(N)=O)no1,1259.0,intermediate
CHEMBL4082500,CCc1cc(-c2nn(C(C)C)c(N)c2C(N)=O)no1,631.0,active
CHEMBL4074164,CC(C)n1nc(-c2cc(-c3ccccn3)on2)c(C(N)=O)c1N,4803.0,intermediate
CHEMBL4086972,CC(C)n1nc(-c2cc(-c3cccnc3)on2)c(C(N)=O)c1N,3395.0,intermediate
CHEMBL4065543,CC(C)n1nc(-c2cc(-c3ccc(F)cc3)on2)c(C(N)=O)c1N,416.0,active
CHEMBL4079119,Cc1ccc(-c2cc(-c3nn(C(C)C)c(N)c3C(N)=O)no2)cc1,1661.0,intermediate
CHEMBL4103365,CC(C)n1nc(-c2cc(Cc3ccccc3)on2)c(C(N)=O)c1N,1639.0,intermediate
CHEMBL4068248,CC(C)n1nc(-c2cc(-c3ccccc3)on2)c(C(N)=O)c1N,236.0,active
CHEMBL4095617,CC(C)n1nc(-c2coc(C3CC3)n2)c2c(N)ncnc21,139.0,active
CHEMBL4091628,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cncc(N5CCOCC5)c4)c3)cc2C(F)(F)F)CC1,1.3,active
CHEMBL2006765,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,132.0,active
CHEMBL4078893,FC(F)(F)CNc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2ccoc12,1510.0,intermediate
CHEMBL4066664,FC(F)(F)CNc1nc(Nc2ccc3cn[nH]c3c2)nc2ccoc12,3500.0,intermediate
